,time_(s),rew_action_rate,rew_balance,rew_forward_progress,rew_height,rew_motor_effort,rew_smoothness,rew_stability,rew_termination,rew_total,rew_success,x,y,z,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,global_linear_x,global_linear_y,global_linear_z,global_angular_x,global_angular_y,global_angular_z,front_left,front_right,rear_left,rear_right,position_FL_hip_joint,position_FL_thigh_joint,position_FL_calf_joint,position_FR_hip_joint,position_FR_thigh_joint,position_FR_calf_joint,position_RL_hip_joint,position_RL_thigh_joint,position_RL_calf_joint,position_RR_hip_joint,position_RR_thigh_joint,position_RR_calf_joint,torque_FL_hip_joint,torque_FL_thigh_joint,torque_FL_calf_joint,torque_FR_hip_joint,torque_FR_thigh_joint,torque_FR_calf_joint,torque_RL_hip_joint,torque_RL_thigh_joint,torque_RL_calf_joint,torque_RR_hip_joint,torque_RR_thigh_joint,torque_RR_calf_joint,out_of_limits,rollout
1478,29.56,-0.06,292.65,10.5,11.91,-0.11,-113.01,839.69,0.0,1041.58,1479.0,7.51,12.73,0.88,-0.17,-0.03,0.0,-1.24,-0.44,-1.17,1.61,0.05,-0.71,1.61,0.05,-0.71,0.0,99.5,0.0,0.0,34.7,27.4,-92.6,-0.1,62.8,-156.0,17.6,26.9,-48.0,-19.2,36.7,-95.1,-12.9,5.8,0.5,13.0,5.0,-19.8,-2.1,-0.5,22.8,4.2,1.8,6.7,2,4
1480,29.6,-0.07,293.05,10.5,11.93,-0.11,-113.16,840.83,0.0,1042.98,1481.0,7.51,12.73,0.87,-0.02,-0.01,-0.2,1.24,-1.25,-1.04,-0.5,1.5,-1.29,-0.5,1.5,-1.29,129.6,4.0,44.3,91.5,36.1,36.6,-90.3,4.2,73.9,-156.0,15.9,33.0,-48.0,-22.4,32.6,-82.2,-16.4,11.2,2.1,-4.1,-3.7,-19.7,-2.4,-7.5,20.5,15.2,-1.2,-1.1,2,4
1482,29.64,-0.07,293.44,10.5,11.94,-0.11,-113.27,841.99,0.0,1044.43,1483.0,7.51,12.73,0.86,-0.04,-0.04,-0.41,0.51,-0.56,-0.25,-0.24,0.66,-0.36,-0.24,0.66,-0.36,0.0,0.0,60.4,48.9,32.6,48.2,-96.1,-8.5,71.2,-156.0,12.2,39.4,-48.0,-26.5,40.8,-81.3,-0.2,-9.7,2.4,4.4,-1.7,-19.7,-11.5,-18.0,10.3,14.5,-7.8,-7.2,2,4
1484,29.68,-0.07,293.83,10.5,11.95,-0.11,-113.37,843.14,0.0,1045.89,1485.0,7.52,12.73,0.85,-0.16,-0.05,0.2,-0.95,0.37,-0.09,0.77,-0.65,0.16,0.77,-0.65,0.16,0.0,0.0,86.1,102.5,33.1,38.9,-96.3,-0.7,69.6,-156.0,15.1,34.8,-48.0,-22.9,45.7,-86.2,-0.9,3.5,0.7,3.5,-5.5,-19.7,-15.0,-20.5,12.1,13.7,-7.8,-7.6,2,4
1486,29.72,-0.07,294.23,10.5,11.96,-0.11,-113.47,844.29,0.0,1047.34,1487.0,7.53,12.73,0.86,-0.11,-0.04,0.05,0.49,0.76,-0.49,-0.54,-0.61,-0.63,-0.54,-0.61,-0.63,0.0,72.2,88.2,73.4,34.3,31.3,-94.9,1.8,68.1,-156.0,18.8,29.5,-48.0,-17.3,45.4,-87.8,-3.8,1.9,1.6,7.3,-3.7,-19.7,-16.9,-21.1,11.6,9.5,-7.1,-11.6,2,4
1488,29.76,-0.07,294.62,10.5,11.98,-0.11,-113.55,845.44,0.0,1048.81,1489.0,7.53,12.73,0.86,-0.07,-0.05,0.03,0.93,0.4,-0.5,-0.81,-0.14,-0.77,-0.81,-0.14,-0.77,0.0,52.1,78.9,21.1,33.0,30.2,-92.1,0.2,67.7,-156.0,16.8,27.4,-48.0,-16.3,48.0,-95.8,-5.3,2.4,0.5,12.5,-12.7,-6.3,-17.1,-17.8,19.9,3.3,1.8,-6.2,2,4
1490,29.8,-0.07,295.01,10.5,11.99,-0.11,-113.72,846.57,0.0,1050.18,1491.0,7.53,12.73,0.87,-0.06,-0.02,0.18,-0.89,-0.39,-1.12,1.26,-0.14,-0.76,1.26,-0.14,-0.76,93.8,81.2,0.0,0.0,30.3,32.9,-94.3,-10.8,61.1,-151.5,12.8,30.2,-48.0,-14.9,52.0,-100.6,-11.1,2.4,3.5,13.9,-19.1,13.5,-0.5,3.0,22.8,-1.4,-6.5,7.3,2,4
1492,29.84,-0.07,295.4,10.5,12.0,-0.11,-113.96,847.71,0.0,1051.49,1493.0,7.53,12.74,0.88,-0.02,-0.06,0.23,-3.72,-1.54,-0.76,4.06,-0.1,0.49,4.06,-0.1,0.49,53.3,0.0,0.0,0.0,34.6,33.0,-93.9,-11.2,51.4,-156.0,13.2,37.6,-48.0,-14.5,40.7,-76.2,-14.2,2.5,4.5,11.2,0.0,-17.8,-0.3,-6.1,22.6,5.1,-1.9,2.9,2,4
1494,29.88,-0.07,295.8,10.5,12.02,-0.11,-114.16,848.85,0.0,1052.83,1495.0,7.53,12.74,0.88,0.03,-0.03,0.02,1.7,-0.7,-0.13,-1.19,1.34,-0.43,-1.19,1.34,-0.43,8.3,0.0,25.5,103.8,35.9,29.7,-86.0,-3.5,55.0,-156.0,16.1,38.6,-48.0,-10.0,42.9,-74.8,-10.7,6.3,3.0,-3.8,-0.3,-19.7,-5.7,-14.9,18.0,14.7,-10.4,-9.2,2,4
1496,29.92,-0.07,296.19,10.51,12.03,-0.11,-114.25,849.99,0.0,1054.3,1497.0,7.53,12.74,0.87,-0.01,0.01,-0.29,1.6,1.13,0.18,-1.92,-0.37,-0.26,-1.92,-0.37,-0.26,0.0,0.0,59.4,129.4,34.0,23.7,-83.4,-7.0,56.8,-156.0,15.5,35.1,-48.0,-10.6,49.7,-88.0,-1.9,5.5,-3.9,4.5,-0.5,-19.7,-10.1,-19.3,10.4,12.2,-13.8,-6.3,2,4
1498,29.96,-0.07,296.59,10.51,12.05,-0.11,-114.37,851.14,0.0,1055.74,1499.0,7.53,12.74,0.86,0.01,-0.01,0.04,3.02,0.19,-0.08,-2.68,1.0,-1.01,-2.68,1.0,-1.01,0.0,52.4,80.5,89.7,35.3,22.2,-89.6,-4.9,63.4,-156.0,14.8,27.6,-48.0,-9.3,50.4,-93.2,-0.2,4.7,0.4,6.8,-3.5,-19.7,-14.5,-20.0,7.9,8.8,-9.0,-5.1,2,4
1500,30.0,-0.07,296.98,10.51,12.06,-0.11,-114.44,852.28,0.0,1057.21,1501.0,7.53,12.74,0.87,0.01,-0.02,0.09,1.0,-0.1,-0.29,-0.75,0.43,-0.59,-0.75,0.43,-0.59,0.0,68.5,84.4,33.3,30.3,27.0,-89.0,-5.4,63.9,-156.0,12.0,27.1,-48.0,-10.4,52.9,-96.8,-3.7,3.2,-1.6,9.7,-3.7,-18.9,-14.9,-19.5,11.4,7.1,-1.2,-6.5,2,4
1502,30.04,-0.07,297.38,10.51,12.08,-0.11,-114.5,853.41,0.0,1058.7,1503.0,7.53,12.74,0.87,0.04,-0.02,0.0,0.68,0.09,-0.47,-0.51,0.09,-0.65,-0.51,0.09,-0.65,0.0,122.6,50.6,0.0,28.3,27.9,-91.9,-8.2,63.4,-155.6,10.5,26.7,-48.0,-9.0,55.7,-101.9,-6.9,2.6,2.0,11.6,-19.0,13.3,-10.1,-1.9,22.5,-1.8,0.1,0.3,2,4
1504,30.08,-0.07,297.77,10.51,12.09,-0.11,-114.66,854.54,0.0,1060.08,1505.0,7.53,12.74,0.88,0.01,-0.03,0.17,-2.83,-0.98,-1.11,3.12,-0.61,-0.29,3.12,-0.61,-0.29,53.8,0.0,0.0,78.3,28.6,31.1,-93.8,-16.3,54.4,-148.9,9.7,33.4,-48.0,-11.7,52.6,-96.9,-14.2,4.0,3.9,12.2,-17.5,-14.2,0.7,-2.0,22.8,3.0,-8.0,1.6,1,4
1506,30.12,-0.07,298.17,10.51,12.11,-0.11,-114.8,855.69,0.0,1061.5,1507.0,7.53,12.74,0.88,0.05,-0.05,0.16,-3.79,-0.92,-0.67,3.79,-1.07,0.44,3.79,-1.07,0.44,52.7,0.0,131.5,88.7,36.3,33.0,-94.4,-14.2,43.7,-156.0,12.5,33.8,-48.0,-9.9,44.1,-87.6,-13.6,5.2,1.9,5.1,5.4,-19.7,0.3,-4.1,21.7,9.4,-5.3,-1.1,2,4
1508,30.16,-0.07,298.57,10.52,12.12,-0.11,-114.89,856.82,0.0,1062.97,1509.0,7.53,12.75,0.88,0.07,0.0,-0.08,0.87,0.46,0.33,-1.03,0.03,0.03,-1.03,0.03,0.03,48.5,0.0,90.5,99.1,38.3,30.6,-92.3,-7.6,51.7,-156.0,16.6,33.5,-48.0,-6.2,46.3,-90.7,-11.5,6.9,3.3,2.5,1.4,-19.7,-6.1,-16.6,18.2,11.9,-10.3,-4.8,2,4
1510,30.2,-0.07,298.96,10.53,12.14,-0.11,-114.95,857.96,0.0,1064.46,1511.0,7.52,12.75,0.88,0.12,0.03,-0.28,1.95,1.87,0.33,-2.61,-0.67,-0.37,-2.61,-0.67,-0.37,0.0,0.0,102.6,98.4,37.1,24.0,-91.3,-2.0,60.1,-156.0,14.3,26.3,-48.0,-7.1,46.9,-98.2,-1.6,3.8,0.6,3.4,-1.9,-19.7,-9.7,-19.5,7.1,9.6,-7.4,-3.7,2,4
1512,30.24,-0.07,299.36,10.53,12.16,-0.11,-115.04,859.1,0.0,1065.93,1513.0,7.52,12.75,0.88,0.07,0.01,0.11,0.52,-0.21,-0.16,-0.28,0.41,-0.32,-0.28,0.41,-0.32,55.2,69.3,99.1,55.1,34.3,25.6,-89.3,-3.7,61.4,-156.0,12.9,24.9,-48.0,-7.4,49.3,-101.3,-2.2,-1.3,0.1,8.1,-3.3,-19.7,-16.1,-19.7,7.6,5.0,-6.1,-3.1,2,4
1514,30.28,-0.07,299.76,10.54,12.17,-0.11,-115.07,860.24,0.0,1067.46,1515.0,7.52,12.75,0.88,0.09,0.0,0.0,0.93,0.38,-0.13,-0.92,0.09,-0.41,-0.92,0.09,-0.41,71.1,75.1,85.4,5.6,32.0,24.9,-89.3,-6.6,60.9,-156.0,11.1,23.8,-48.0,-6.7,51.1,-104.2,-7.1,3.3,-3.2,13.3,-8.8,-16.0,-14.9,-18.2,19.9,2.8,0.8,-0.7,2,4
1516,30.32,-0.07,300.15,10.55,12.19,-0.11,-115.13,861.37,0.0,1068.94,1517.0,7.51,12.75,0.88,0.1,0.03,0.08,0.98,-0.49,-0.67,-0.37,0.71,-1.0,-0.37,0.71,-1.0,81.5,63.2,18.3,41.7,29.0,27.0,-89.7,-13.3,58.9,-155.2,7.2,26.1,-48.0,-8.3,52.9,-103.8,-9.7,4.9,-0.8,13.5,-18.5,10.4,-3.6,2.7,22.8,-1.4,-2.9,3.9,2,4
1518,30.36,-0.07,300.55,10.55,12.2,-0.11,-115.28,862.51,0.0,1070.35,1519.0,7.51,12.75,0.88,0.07,-0.03,0.09,-3.21,-0.75,-0.99,3.2,-1.26,0.05,3.2,-1.26,0.05,51.6,0.0,0.0,58.2,32.0,31.8,-91.3,-17.9,51.2,-156.0,6.2,34.2,-48.0,-13.3,44.6,-89.4,-15.3,1.3,1.7,13.5,-6.0,-19.1,1.0,-4.9,22.8,4.9,-1.8,3.2,2,4
1520,30.4,-0.07,300.95,10.56,12.22,-0.11,-115.38,863.64,0.0,1071.81,1521.0,7.51,12.76,0.88,0.1,-0.11,0.0,-1.47,-0.63,-0.31,1.59,-0.32,0.18,1.59,-0.32,0.18,50.0,0.0,77.5,96.9,38.6,33.8,-89.7,-10.9,50.5,-156.0,9.7,32.9,-48.0,-9.5,42.6,-84.9,-13.5,3.4,9.5,0.3,6.3,-19.7,-2.9,-11.3,20.0,14.2,-8.0,-6.5,2,4
1522,30.44,-0.07,301.34,10.56,12.23,-0.11,-115.49,864.78,0.0,1073.26,1523.0,7.51,12.76,0.88,0.07,-0.07,-0.18,1.58,0.98,0.42,-1.9,0.11,-0.13,-1.9,0.11,-0.13,32.0,0.0,95.2,134.7,40.2,23.0,-76.8,-8.2,57.6,-156.0,13.4,29.5,-48.0,-5.0,47.3,-99.3,-7.8,4.7,-2.4,5.0,-0.4,-19.7,-7.1,-18.8,13.5,10.4,-14.3,-4.5,2,4
1524,30.48,-0.07,301.74,10.57,12.25,-0.11,-115.63,865.93,0.0,1074.68,1525.0,7.51,12.77,0.88,0.09,-0.07,0.05,1.01,-0.04,-0.12,-0.74,0.54,-0.44,-0.74,0.54,-0.44,0.0,81.3,102.7,81.4,35.3,21.4,-82.3,-5.3,60.4,-156.0,12.0,25.0,-48.0,-4.4,51.7,-105.8,0.7,6.8,0.6,6.7,-0.6,-19.7,-15.0,-19.9,4.7,5.3,-10.1,-2.5,2,4
1526,30.52,-0.07,302.14,10.58,12.26,-0.11,-115.68,867.06,0.0,1076.18,1527.0,7.51,12.77,0.88,0.09,-0.07,0.03,0.9,0.11,-0.27,-0.7,0.33,-0.54,-0.7,0.33,-0.54,51.7,79.3,89.7,22.1,33.9,26.7,-87.4,-6.9,60.7,-156.0,10.7,24.2,-48.0,-4.7,52.6,-107.3,-4.9,2.8,-3.7,11.5,-2.6,-19.7,-14.1,-20.0,13.8,5.6,-1.2,-1.4,2,4
1528,30.56,-0.07,302.53,10.59,12.28,-0.11,-115.74,868.18,0.0,1077.67,1529.0,7.51,12.78,0.88,0.11,-0.07,0.07,2.0,-0.4,-0.52,-1.19,1.26,-1.19,-1.19,1.26,-1.19,64.2,113.2,36.5,11.7,30.4,29.1,-92.5,-10.6,60.4,-155.9,8.1,24.7,-48.0,-4.2,55.5,-108.1,-6.3,3.2,1.4,12.2,-19.2,13.6,-9.6,1.0,22.4,-3.7,-0.9,1.7,2,4
1530,30.6,-0.07,302.93,10.6,12.3,-0.11,-115.91,869.32,0.0,1079.05,1531.0,7.5,12.78,0.88,0.09,-0.07,0.18,-3.39,-2.36,-1.25,4.25,-0.54,-0.5,4.25,-0.54,-0.5,74.6,0.0,0.0,0.0,28.3,34.3,-96.2,-24.1,47.1,-139.6,5.4,38.5,-48.0,-7.9,54.9,-94.5,-13.8,1.9,4.6,13.9,-10.9,-16.0,3.1,-10.8,22.8,1.8,-8.8,0.8,1,4
1532,30.64,-0.07,303.33,10.6,12.31,-0.11,-116.22,870.47,0.0,1080.31,1533.0,7.5,12.79,0.89,0.09,-0.14,0.09,-4.51,-1.72,-0.73,4.58,-1.64,0.3,4.58,-1.64,0.3,36.9,0.0,0.0,58.8,35.4,35.4,-95.9,-19.2,35.4,-156.0,12.7,35.5,-48.0,-5.6,49.1,-86.9,-12.5,3.1,1.7,8.3,9.0,-19.2,-1.8,-4.4,22.1,7.4,-5.9,-2.9,2,4
1534,30.68,-0.07,303.73,10.61,12.33,-0.11,-116.34,871.62,0.0,1081.77,1535.0,7.5,12.79,0.89,0.1,-0.11,-0.07,1.02,0.08,0.04,-0.81,0.61,-0.14,-0.81,0.61,-0.14,58.0,0.0,43.8,100.3,38.5,33.0,-93.2,-9.7,50.3,-156.0,17.7,34.9,-48.0,-1.3,51.7,-90.7,-12.8,11.4,4.4,2.9,0.3,-19.7,-6.9,-13.6,19.8,11.6,-10.0,-4.1,2,4
1536,30.72,-0.07,304.12,10.62,12.35,-0.11,-116.44,872.77,0.0,1083.24,1537.0,7.5,12.8,0.88,0.09,-0.07,-0.26,2.6,2.06,0.15,-3.28,0.15,-0.5,-3.28,0.15,-0.5,0.0,0.0,102.3,80.4,36.0,26.7,-92.5,-0.8,59.2,-156.0,15.1,28.7,-48.0,-2.6,51.9,-97.9,-1.4,2.9,-2.4,1.7,-1.7,-19.7,-7.6,-17.6,15.2,7.5,-6.0,-0.2,2,4
1538,30.76,-0.07,304.52,10.62,12.36,-0.11,-116.54,873.92,0.0,1084.71,1539.0,7.5,12.8,0.88,0.04,-0.09,0.22,1.99,-0.49,-0.48,-1.02,1.55,-1.0,-1.02,1.55,-1.0,0.0,44.2,36.6,101.8,34.0,26.1,-92.2,-4.0,61.8,-156.0,12.2,25.2,-48.0,-4.0,51.3,-98.1,-1.2,-3.3,1.6,10.8,-8.8,-19.7,-16.4,-19.3,8.6,6.2,-10.2,-1.4,2,4
1540,30.8,-0.07,304.92,10.63,12.38,-0.11,-116.62,875.07,0.0,1086.2,1541.0,7.51,12.81,0.88,0.03,-0.1,0.11,0.66,0.51,-0.25,-0.78,-0.0,-0.4,-0.78,-0.0,-0.4,5.9,62.1,31.0,8.5,32.2,22.8,-88.1,-6.2,59.2,-156.0,10.8,23.5,-48.0,-4.4,49.5,-97.4,-6.0,-0.1,-0.7,12.6,-9.6,-19.2,-15.7,-19.7,18.4,2.7,0.3,-3.4,2,4
1542,30.84,-0.07,305.32,10.63,12.39,-0.11,-116.65,876.2,0.0,1087.71,1543.0,7.51,12.81,0.89,0.05,-0.1,0.08,1.15,0.15,-0.47,-0.84,0.51,-0.78,-0.84,0.51,-0.78,54.9,33.2,56.9,36.1,29.8,21.5,-87.3,-9.5,57.9,-156.0,8.5,22.5,-48.0,-5.1,49.3,-99.3,-5.9,2.6,1.6,13.7,-15.2,-5.1,-8.7,-5.5,22.1,-3.6,-6.6,-3.7,2,4
1544,30.88,-0.07,305.71,10.63,12.41,-0.11,-116.69,877.33,0.0,1089.22,1545.0,7.51,12.82,0.89,0.05,-0.11,0.06,-0.56,-0.06,-0.8,0.52,-0.57,-0.6,0.52,-0.57,-0.6,113.3,0.0,0.0,90.9,30.0,23.9,-86.2,-11.7,56.1,-156.0,8.0,26.4,-48.0,-8.7,46.7,-96.6,-13.8,7.8,-0.5,9.0,-12.6,-16.6,2.3,-2.1,22.7,2.8,-7.4,1.2,2,4
1546,30.92,-0.07,306.11,10.64,12.43,-0.11,-116.74,878.47,0.0,1090.73,1547.0,7.51,12.82,0.89,0.13,-0.11,-0.11,-1.07,-0.31,-0.56,1.01,-0.68,-0.23,1.01,-0.68,-0.23,46.7,0.0,0.0,74.8,32.9,31.1,-93.3,-12.3,54.6,-156.0,11.1,26.1,-48.0,-11.0,43.4,-90.6,-13.7,9.3,-1.6,2.9,1.8,-19.7,-1.9,-5.9,21.3,12.1,-4.5,-1.5,2,4
1548,30.96,-0.07,306.51,10.65,12.45,-0.11,-116.8,879.61,0.0,1092.23,1549.0,7.51,12.83,0.88,0.14,-0.14,-0.26,0.81,0.64,-0.2,-0.97,0.09,-0.4,-0.97,0.09,-0.4,81.6,0.0,84.6,90.0,32.9,37.6,-102.6,-9.2,60.1,-156.0,11.5,25.7,-48.0,-11.3,45.4,-88.4,-8.4,4.6,4.5,4.7,-2.3,-19.7,-7.3,-14.2,13.9,9.1,-11.4,-4.2,2,4
1550,31.0,-0.07,306.9,10.66,12.46,-0.11,-116.85,880.75,0.0,1093.75,1551.0,7.51,12.83,0.88,0.05,-0.14,0.03,0.19,0.01,-0.1,-0.12,0.1,-0.15,-0.12,0.1,-0.15,16.2,58.6,52.9,74.1,33.2,34.9,-99.8,-7.9,60.8,-156.0,12.3,24.2,-48.0,-9.5,47.7,-91.3,-1.4,1.4,3.1,5.5,-0.4,-19.7,-14.0,-19.8,8.1,7.5,-9.4,-5.9,2,4
1552,31.04,-0.07,307.3,10.66,12.48,-0.11,-116.88,881.88,0.0,1095.26,1553.0,7.51,12.84,0.87,0.08,-0.14,0.02,1.14,-0.22,-0.15,-0.54,0.91,-0.51,-0.54,0.91,-0.51,31.3,64.7,45.4,40.5,31.9,30.7,-93.9,-8.2,61.7,-156.0,12.4,23.0,-48.0,-8.7,50.2,-95.3,-3.5,0.8,-0.4,11.1,-3.8,-19.7,-15.6,-20.1,12.5,5.0,-5.0,-5.9,2,4
1554,31.08,-0.07,307.7,10.67,12.49,-0.11,-116.93,883.01,0.0,1096.76,1555.0,7.52,12.85,0.87,0.09,-0.15,0.04,1.71,-0.49,-0.28,-0.68,1.44,-0.83,-0.68,1.44,-0.83,37.5,50.7,66.6,22.1,28.7,28.6,-90.8,-10.2,62.6,-156.0,11.0,22.8,-48.0,-8.9,54.2,-101.5,-4.3,2.6,2.2,13.7,-18.0,2.3,-15.6,-8.4,21.2,-0.3,-3.0,-3.4,2,4
1556,31.12,-0.07,308.09,10.68,12.51,-0.11,-117.05,884.14,0.0,1098.18,1557.0,7.52,12.85,0.88,0.07,-0.12,0.2,-3.0,-1.68,-0.89,3.22,-1.48,-0.3,3.22,-1.48,-0.3,79.6,14.2,0.0,83.8,27.2,30.8,-89.8,-17.6,56.7,-147.7,9.5,29.7,-48.0,-12.8,54.0,-101.3,-10.1,4.0,4.0,11.6,-19.4,7.1,0.6,0.6,22.8,3.0,-6.8,2.0,1,4
1558,31.16,-0.07,308.49,10.68,12.52,-0.11,-117.29,885.29,0.0,1099.52,1559.0,7.52,12.86,0.88,0.07,-0.15,0.15,-5.26,-1.47,-0.86,4.39,-3.35,0.33,4.39,-3.35,0.33,46.7,0.0,0.0,20.3,35.5,33.6,-93.4,-17.5,42.0,-156.0,14.5,35.7,-48.0,-11.8,44.9,-93.6,-14.7,3.9,0.7,10.4,9.7,-14.2,-2.7,-8.4,22.4,8.0,0.1,0.8,2,4
1560,31.2,-0.07,308.89,10.69,12.54,-0.12,-117.4,886.44,0.0,1100.99,1561.0,7.52,12.87,0.88,0.16,-0.11,-0.06,0.71,-0.83,0.19,0.2,1.08,0.19,0.2,1.08,0.19,58.0,0.0,81.3,100.9,35.6,35.9,-99.5,-8.8,51.8,-156.0,17.7,34.2,-48.0,-10.4,45.3,-90.5,-12.1,11.2,6.0,-0.2,3.8,-19.7,-6.8,-13.6,17.7,14.2,-6.7,-2.6,2,4
1562,31.24,-0.07,309.29,10.7,12.55,-0.12,-117.48,887.6,0.0,1102.49,1563.0,7.52,12.87,0.88,0.1,-0.09,-0.22,1.37,0.79,0.04,-1.45,0.6,-0.23,-1.45,0.6,-0.23,0.0,0.0,57.5,105.1,30.8,36.3,-103.1,-4.4,62.1,-156.0,16.6,34.1,-48.0,-12.3,50.1,-93.8,-0.7,1.6,1.7,3.4,-2.7,-19.7,-8.9,-18.0,10.8,10.9,-7.8,-1.4,2,4
1564,31.28,-0.07,309.69,10.71,12.57,-0.12,-117.56,888.76,0.0,1103.99,1565.0,7.53,12.88,0.87,0.05,-0.06,-0.15,1.54,1.32,0.02,-1.95,0.39,-0.37,-1.95,0.39,-0.37,11.5,99.4,118.0,79.9,34.2,33.6,-100.3,-2.9,65.0,-156.0,14.6,28.1,-48.0,-12.5,48.4,-95.2,-2.5,0.6,3.7,7.9,-5.5,-19.7,-16.0,-19.7,7.7,9.0,-7.5,-2.9,2,4
1566,31.32,-0.07,310.09,10.71,12.58,-0.12,-117.65,889.91,0.0,1105.46,1567.0,7.53,12.88,0.87,-0.01,-0.08,0.23,0.44,-0.27,0.09,-0.05,0.52,-0.02,-0.05,0.52,-0.02,0.0,50.4,34.5,24.3,32.3,28.3,-91.6,-3.3,63.5,-156.0,13.5,27.1,-48.0,-12.2,48.9,-96.1,-5.8,3.5,1.2,9.9,-5.4,-19.6,-16.8,-20.1,13.9,6.1,0.6,-4.8,2,4
1568,31.36,-0.07,310.49,10.71,12.6,-0.12,-117.72,891.06,0.0,1106.96,1569.0,7.53,12.88,0.88,0.02,-0.06,0.12,1.4,-0.2,-0.17,-0.64,1.16,-0.52,-0.64,1.16,-0.52,56.8,128.0,39.9,10.3,28.1,26.0,-87.7,-6.4,62.5,-155.2,10.8,26.6,-48.0,-12.1,52.2,-102.4,-6.3,5.9,3.0,10.7,-19.4,14.3,-9.0,0.1,22.2,-0.9,-1.8,0.6,2,4
1570,31.4,-0.07,310.89,10.71,12.62,-0.12,-117.91,892.22,0.0,1108.34,1571.0,7.53,12.89,0.89,0.01,-0.08,0.18,-3.37,-0.7,-0.79,2.58,-2.42,-0.06,2.58,-2.42,-0.06,121.6,0.0,0.0,59.2,28.4,27.9,-88.6,-13.5,52.7,-147.2,9.7,33.2,-48.0,-14.5,47.7,-97.6,-15.3,5.5,1.8,11.9,-8.9,-19.5,1.4,-5.5,22.8,3.6,-4.7,1.8,1,4
1572,31.44,-0.07,311.29,10.72,12.63,-0.12,-118.07,893.37,0.0,1109.76,1573.0,7.53,12.89,0.89,0.09,-0.05,0.03,-1.45,-0.84,-0.21,1.53,-0.71,0.14,1.53,-0.71,0.14,59.6,0.0,24.2,81.9,33.2,30.8,-92.5,-8.5,50.1,-156.0,12.4,33.7,-48.0,-12.9,42.1,-89.7,-12.9,12.0,2.5,-0.8,5.2,-19.7,-2.7,-6.6,19.5,11.8,-4.2,-2.0,2,4
1574,31.48,-0.07,311.68,10.73,12.65,-0.12,-118.13,894.52,0.0,1111.27,1575.0,7.53,12.89,0.89,0.13,-0.02,-0.23,1.01,-0.27,0.13,-0.37,0.98,-0.02,-0.37,0.98,-0.02,52.4,0.0,43.3,58.9,30.5,35.6,-98.3,-7.2,61.9,-156.0,12.6,36.0,-48.0,-13.3,47.7,-90.5,-10.6,14.4,5.0,3.9,-4.0,-19.7,-7.8,-13.4,15.2,13.2,-9.7,-2.1,2,4
1576,31.52,-0.07,312.08,10.73,12.67,-0.12,-118.22,895.68,0.0,1112.76,1577.0,7.53,12.9,0.87,0.08,-0.01,-0.45,-0.68,1.81,0.42,-1.14,-1.56,0.44,-1.14,-1.56,0.44,0.0,0.0,72.9,97.0,30.6,35.9,-103.9,-1.4,63.9,-156.0,13.6,33.9,-48.0,-12.5,51.2,-94.2,0.2,-1.3,3.7,5.3,-4.6,-19.7,-12.7,-20.1,11.4,9.6,-8.7,-1.6,2,4
1578,31.56,-0.07,312.48,10.74,12.68,-0.12,-118.31,896.83,0.0,1114.23,1579.0,7.53,12.9,0.86,-0.02,-0.01,0.2,1.05,0.18,-0.1,-0.72,0.7,-0.39,-0.72,0.7,-0.39,30.3,18.2,35.5,81.4,33.9,32.6,-98.4,-1.3,67.3,-156.0,13.1,28.2,-48.0,-10.8,50.4,-94.4,-3.8,-3.8,1.2,10.3,-8.0,-19.7,-15.7,-20.8,10.5,8.5,-8.1,-5.2,2,4
1580,31.6,-0.07,312.88,10.74,12.69,-0.12,-118.38,897.98,0.0,1115.73,1581.0,7.53,12.9,0.88,-0.01,-0.0,0.19,1.27,-0.21,-0.05,-0.53,1.11,-0.39,-0.53,1.11,-0.39,59.4,40.5,39.3,24.0,30.2,28.9,-91.9,-2.1,65.1,-156.0,10.8,27.5,-48.0,-10.0,52.9,-99.3,-6.4,3.1,-1.2,13.5,-9.8,-15.6,-15.3,-19.4,19.3,2.8,-1.7,-3.3,2,4
1582,31.64,-0.07,313.28,10.74,12.71,-0.12,-118.44,899.13,0.0,1117.22,1583.0,7.53,12.9,0.88,0.01,0.01,0.11,0.07,0.07,-0.43,-0.05,-0.09,-0.43,-0.05,-0.09,-0.43,62.3,9.5,28.2,51.3,27.2,28.9,-89.8,-6.4,62.8,-155.9,7.7,28.4,-48.0,-12.0,53.1,-102.0,-7.8,4.1,1.1,12.6,-17.8,2.7,-3.1,-0.3,22.7,-1.1,-5.6,1.9,2,4
1584,31.68,-0.07,313.67,10.74,12.73,-0.12,-118.5,900.28,0.0,1118.73,1585.0,7.53,12.9,0.89,-0.01,0.02,0.08,-2.23,0.54,-0.7,0.84,-2.25,-0.06,0.84,-2.25,-0.06,110.0,0.0,0.0,71.0,31.1,32.3,-91.4,-9.0,57.5,-156.0,8.0,31.1,-48.0,-14.2,44.9,-92.6,-15.0,5.1,1.9,8.5,-4.2,-19.9,0.8,-1.7,22.4,6.2,-4.3,1.2,2,4
